cliente_id,idade,genero,regiao,perfil_risco,renda_mensal,produto_id,nome_produto,tipo_produto,taxa_administracao,risco_produto,data_investimento,valor_investido,rentabilidade_percentual,status_investimento,valor_final
6043,28,M,Sudeste,Moderado,6738.7,150,Renda Fixa Gama,Ações,2.17,Alto,2022-12-19,11285.1,41.16,Ativo,15930.05
6044,38,F,Sudeste,moderado,5821.11,118,Ação Beta,Renda Fixa,1.66,Alto,2025-12-18,2414.37,39.26,Resgatado,3362.25
6045,68,Outro,Sul,moderado,4755.83,112,Renda Fixa Gama,FII,1.18,Alto,2025-02-05,41924.79,46.81,Resgatado,61549.78
6046,71,Masculino,Sudeste,Moderado,6373.23,156,FII Alpha,FII,1.73,Médio,2022-06-28,6300.68,56.35,Ativo,9851.11
6047,28,Outro,Nordeste,moderado,7355.89,199,Cripto Delta,Cripto,1.7,Alto,2023-08-05,41240.8,53.39,Resgatado,63259.26
6048,47,F,Sul,moderado,6803.03,102,Cripto Delta,Ações,0.62,Médio,2024-09-02,7389.23,33.14,Resgatado,9838.02
6049,65,Outro,Nordeste,moderado,4753.48,177,Ação Beta,Ações,1.32,Alto,2023-10-01,45342.44,73.28,Ativo,78569.38
6050,70,M,Sudeste,moderado,3420.19,173,FII Alpha,Cripto,0.6,Médio,2023-02-18,34086.28,55.85,Resgatado,53123.47
6051,52,Feminino,Sul,Agressivo,10656.41,137,Cripto Delta,Cripto,2.26,Médio,2022-07-25,17925.62,67.99,Ativo,30113.25
6052,39,Outro,Norte,moderado,7585.62,126,Ação Beta,Ações,0.88,Baixo,2024-08-07,19938.35,25.86,Resgatado,25094.41
6053,55,Feminino,Centro-Oeste,moderado,6888.76,187,Cripto Delta,FII,2.03,Médio,2024-02-14,14585.72,47.05,Ativo,21448.3
6054,48,F,Norte,moderado,7265.97,179,FII Alpha,FII,1.01,Médio,2024-12-26,10958.86,64.94,Resgatado,18075.54
6055,31,Feminino,Nordeste,Agressivo,8753.41,109,Renda Fixa Gama,Renda Fixa,1.93,Médio,2023-04-24,45597.88,29.38,Ativo,58994.54
6056,41,Outro,Norte,Conservador,4830.33,152,Ação Beta,Renda Fixa,0.63,Baixo,2025-03-07,9628.83,66.14,Resgatado,15997.34
6057,67,Outro,Norte,moderado,5675.87,126,Renda Fixa Gama,Ações,1.93,Médio,2022-08-13,9209.45,49.78,Resgatado,13793.91
6058,66,Masculino,Centro-Oeste,Conservador,4118.75,106,FII Alpha,FII,0.53,Baixo,2024-12-20,18333.06,52.92,Ativo,28034.92
6059,49,Outro,Centro-Oeste,Conservador,5982.03,191,FII Alpha,Renda Fixa,1.28,Médio,2025-08-09,49223.77,72.01,Resgatado,84669.81
6060,53,Feminino,Norte,Moderado,4310.14,189,Cripto Delta,FII,0.37,Médio,2022-01-15,23513.4,6.33,Ativo,25001.8
6061,49,Masculino,Centro-Oeste,Moderado,3484.07,181,Cripto Delta,FII,1.37,Médio,2022-02-19,18089.68,35.41,Resgatado,24495.24
6062,72,Outro,Norte,Conservador,1950.79,112,Ação Beta,Ações,2.07,Médio,2025-01-29,49928.25,-0.01,Resgatado,49923.26
6063,32,Outro,Sul,Agressivo,10145.09,171,Cripto Delta,FII,1.91,Alto,2025-12-20,37132.07,28.21,Ativo,47607.03
6064,60,F,Norte,moderado,5163.64,190,Cripto Delta,Ações,0.22,Alto,2024-08-21,47258.95,18.8,Resgatado,56143.63
6065,52,Masculino,Sudeste,moderado,7216.89,159,FII Alpha,Renda Fixa,1.28,Alto,2024-10-30,12821.69,20.32,Ativo,15427.06
6066,20,F,Centro-Oeste,moderado,6240.9,113,FII Alpha,Cripto,2.15,Médio,2024-01-26,37832.72,-7.06,Resgatado,35161.73
6067,33,F,Centro-Oeste,Moderado,7243.07,143,Ação Beta,FII,1.66,Alto,2022-05-03,44586.98,38.81,Resgatado,92836.785
6068,22,F,Nordeste,Moderado,991.23,169,Renda Fixa Gama,Cripto,0.24,Baixo,2023-10-24,26703.44,57.51,Ativo,42060.59
6069,38,M,Nordeste,moderado,4825.28,183,Ação Beta,Cripto,0.88,Médio,2023-11-02,21482.2,-0.45,Resgatado,21385.53
6070,27,F,Sudeste,Conservador,8898.85,127,FII Alpha,Ações,1.44,Alto,2024-09-22,15149.89,-16.37,Resgatado,12669.85
6071,36,Feminino,Centro-Oeste,Moderado,10857.67,122,FII Alpha,FII,0.51,Baixo,2022-09-10,28580.15,-1.91,Ativo,28034.27
6072,42,Outro,Centro-Oeste,moderado,5088.71,111,Ação Beta,FII,1.74,Baixo,2025-09-17,10010.93,53.08,Resgatado,15324.73
6073,21,M,Nordeste,Conservador,5376.85,123,Ação Beta,Renda Fixa,1.62,Médio,2025-05-09,21876.39,-23.03,Resgatado,16838.26
6074,46,F,Nordeste,moderado,8666.04,150,Renda Fixa Gama,Cripto,0.59,Médio,2025-01-26,34285.81,37.96,Ativo,47300.7
6075,36,Outro,Norte,Moderado,7101.82,121,FII Alpha,Cripto,1.42,Baixo,2025-05-30,32791.62,60.18,Ativo,52525.62
6076,60,Masculino,Centro-Oeste,Agressivo,6074.09,161,Cripto Delta,Ações,2.05,Baixo,2023-12-21,35144.73,58.18,Resgatado,83387.895
6077,19,Masculino,Centro-Oeste,Agressivo,5838.62,125,FII Alpha,FII,1.0,Médio,2022-10-02,29534.23,78.63,Ativo,52757.0
6078,27,Outro,Norte,Moderado,4573.81,185,Cripto Delta,FII,0.69,Baixo,2023-05-19,630.2,56.9,Ativo,988.78
6079,60,Feminino,Centro-Oeste,Conservador,4486.37,157,Cripto Delta,Cripto,1.78,Alto,2024-04-25,1823.4,-15.17,Ativo,1546.79
6080,42,Outro,Sudeste,moderado,6330.1,170,Cripto Delta,Renda Fixa,0.27,Alto,2023-07-13,29222.88,8.18,Ativo,31613.31
6081,37,Outro,Nordeste,Moderado,6791.65,114,Renda Fixa Gama,Cripto,2.1,Baixo,2023-09-19,48315.12,-6.13,Ativo,45353.4
6082,65,M,Nordeste,Conservador,6921.76,193,Ação Beta,FII,2.36,Baixo,2023-11-27,10125.25,11.4,Resgatado,11279.53
6083,36,Masculino,Nordeste,moderado,4286.33,167,Cripto Delta,Ações,2.42,Médio,2023-01-05,36010.45,40.06,Resgatado,50436.24
6084,40,Masculino,Sul,moderado,9331.49,105,Ação Beta,Ações,1.14,Alto,2023-06-07,21943.69,1.88,Resgatado,22356.23
6085,41,F,Sudeste,Moderado,1946.8,101,Cripto Delta,Ações,1.6,Alto,2023-08-12,7385.25,-15.84,Resgatado,6215.43
6086,28,Outro,Sudeste,moderado,7324.04,130,Renda Fixa Gama,FII,2.16,Alto,2025-09-15,2147.29,48.56,Ativo,3190.01
6087,63,Outro,Norte,Agressivo,4650.17,123,Cripto Delta,FII,0.64,Alto,2025-05-29,35812.07,-17.11,Resgatado,29684.62
6088,51,Feminino,Sul,Agressivo,3835.27,134,Ação Beta,Ações,0.17,Alto,2022-12-13,7624.84,74.27,Ativo,13287.81
6089,72,Masculino,Centro-Oeste,moderado,5187.93,146,Renda Fixa Gama,FII,1.02,Alto,2022-02-28,15272.26,38.04,Resgatado,21081.83
6090,45,Feminino,Sudeste,Moderado,2020.98,130,Ação Beta,Renda Fixa,2.22,Médio,2023-12-06,20368.22,54.08,Resgatado,31383.35
6091,22,M,Sul,moderado,6885.69,188,Ação Beta,Ações,1.31,Baixo,2023/99/99,35440.72,60.67,Resgatado,56942.6
6092,22,F,Sul,Moderado,10036.21,171,Ação Beta,Renda Fixa,1.37,Alto,2022-07-27,19687.27,40.73,Ativo,27705.9
6093,68,Feminino,Sudeste,Moderado,4389.31,175,Cripto Delta,Renda Fixa,1.76,Médio,2022-12-04,19621.37,47.22,Ativo,28886.58
6094,38,Masculino,Norte,Agressivo,11877.16,101,Renda Fixa Gama,FII,1.48,Médio,2025-05-21,39814.57,56.94,Ativo,62484.99
6095,29,M,Sul,Agressivo,3847.85,178,Renda Fixa Gama,FII,0.23,Baixo,2022-06-28,845.57,19.95,Resgatado,1014.26
6096,67,Outro,Nordeste,Conservador,4941.91,158,Renda Fixa Gama,Ações,1.45,Baixo,2022-11-06,37815.92,-29.7,Resgatado,26584.59
6097,21,M,Sul,Moderado,9399.53,195,FII Alpha,FII,1.66,Baixo,2023-02-13,26323.14,76.37,Ativo,46426.12
6098,71,Feminino,Centro-Oeste,moderado,3007.19,162,FII Alpha,Renda Fixa,1.64,Baixo,2022-05-18,27313.24,-3.3,Ativo,26411.9
6099,66,Masculino,Sudeste,Moderado,5433.45,174,Renda Fixa Gama,FII,1.85,Baixo,2023-01-26,17605.07,-13.53,Resgatado,15223.1
6100,59,Feminino,Centro-Oeste,Agressivo,10297.63,116,Cripto Delta,Ações,1.35,Médio,2023-01-17,5078.1,71.11,Ativo,8689.14
6101,37,Outro,Norte,Moderado,3052.69,153,FII Alpha,Cripto,2.26,Baixo,2023-12-06,4996.26,29.54,Ativo,6472.16
6102,55,Outro,Nordeste,Conservador,7476.38,120,Cripto Delta,Cripto,1.21,Médio,2024-09-19,17371.59,0.32,Resgatado,17427.18
6103,42,Masculino,Sudeste,moderado,7276.47,121,Cripto Delta,FII,1.34,Alto,2025-07-22,36160.39,72.49,Resgatado,62373.06
6104,31,F,Sul,Moderado,1193.16,196,FII Alpha,Cripto,1.97,Alto,2023-10-09,44636.5,64.09,Ativo,73244.03
6105,28,M,Nordeste,moderado,4461.08,154,Ação Beta,Renda Fixa,2.1,Baixo,2022-02-14,40705.12,20.14,Ativo,48903.13
6106,49,M,Sul,moderado,11953.73,128,Ação Beta,Cripto,1.66,Alto,2023-04-07,39996.96,75.18,Ativo,70066.67
6107,28,Outro,Norte,Agressivo,6559.49,178,Ação Beta,Cripto,0.4,Médio,2024-11-27,783.79,-19.75,Resgatado,628.99
6108,35,Feminino,Sudeste,Moderado,6959.59,120,FII Alpha,Renda Fixa,0.9,Alto,2024-01-17,9985.03,73.14,Ativo,17288.08
6109,44,Feminino,Norte,moderado,6594.84,101,Cripto Delta,Ações,0.15,Alto,2024-12-26,47281.85,20.64,Resgatado,57040.82
6110,72,F,Norte,Agressivo,11107.0,141,FII Alpha,Cripto,0.81,Alto,2023-08-10,43573.24,20.76,Ativo,52619.04
6111,71,Feminino,Norte,Conservador,3565.56,151,Renda Fixa Gama,Cripto,1.47,Alto,2022-09-21,6773.17,19.87,Ativo,8119.0
6112,35,M,Norte,Conservador,4303.85,137,Cripto Delta,Cripto,2.03,Médio,2023-08-28,31990.24,17.36,Resgatado,37543.75
6113,73,Feminino,Sul,Moderado,5723.11,102,FII Alpha,Ações,1.51,Alto,2024-11-01,21939.78,29.11,Resgatado,28326.45
6114,40,F,Centro-Oeste,moderado,7389.33,124,Cripto Delta,FII,0.2,Baixo,2023-08-17,880.34,79.47,Resgatado,1579.95
6115,28,M,Sul,Moderado,6384.27,176,FII Alpha,FII,0.72,Médio,2022-06-20,40107.55,-28.41,Resgatado,28713.0
6116,38,Feminino,Nordeste,moderado,6454.98,187,Renda Fixa Gama,Ações,1.49,Baixo,2024-06-21,47185.17,25.01,Ativo,58986.18
6117,61,M,Norte,Agressivo,4619.53,161,Renda Fixa Gama,Renda Fixa,1.8,Médio,2025-10-05,46078.51,1.2,Ativo,46631.45
6118,22,Outro,Nordeste,Conservador,7517.78,194,Renda Fixa Gama,FII,2.18,Alto,2025-06-11,19521.69,-11.14,Resgatado,17346.97
6119,40,Outro,Sul,Conservador,1269.31,114,Ação Beta,Ações,2.42,Médio,2025-08-20,39496.84,71.76,Resgatado,67839.77
6120,58,Outro,Norte,Conservador,4631.11,169,Renda Fixa Gama,Ações,2.24,Baixo,2024-09-02,25149.94,12.29,Ativo,28240.87
6121,42,Feminino,Sul,Conservador,3947.05,109,Ação Beta,Renda Fixa,1.22,Baixo,2023-07-11,49009.45,30.1,Ativo,63761.29
6122,58,F,Norte,Moderado,3246.91,172,Cripto Delta,Ações,1.89,Médio,2023-06-21,48182.65,72.34,Resgatado,83037.98
6123,71,M,Sul,moderado,1548.33,168,Cripto Delta,FII,0.68,Baixo,2022-01-04,38780.98,,Resgatado,47595.9
6124,27,Masculino,Sudeste,Moderado,6581.29,143,Cripto Delta,FII,0.25,Baixo,2025-11-12,23830.88,1.7,Ativo,24236.0
6125,39,Outro,Centro-Oeste,Agressivo,7073.99,140,FII Alpha,Ações,0.23,Médio,2022-08-18,45145.87,-19.35,Ativo,36410.14
6126,36,Outro,Centro-Oeste,Conservador,7091.81,182,FII Alpha,Ações,0.68,Alto,2024-08-03,11585.87,35.82,Ativo,15735.93
6127,18,Masculino,Norte,moderado,8353.25,119,Ação Beta,Renda Fixa,0.19,Alto,2024-06-12,11103.93,70.28,Resgatado,18907.77
6128,24,Masculino,Sudeste,Moderado,8788.7,196,Ação Beta,Renda Fixa,2.14,Alto,2022-07-14,28132.68,-21.12,Resgatado,22191.06
6129,21,Feminino,Nordeste,moderado,901.77,136,Ação Beta,Cripto,1.28,Baixo,2022-06-05,41042.79,19.05,Resgatado,48861.44
6130,18,M,Sudeste,Moderado,7577.33,194,FII Alpha,Ações,2.05,Baixo,2022-04-20,3574.06,43.11,Ativo,5114.84
6131,32,Outro,Norte,moderado,6456.23,138,FII Alpha,Cripto,2.36,Alto,2023/99/99,39342.52,-18.92,Ativo,31898.92
6132,57,F,Sudeste,moderado,6428.4,176,Cripto Delta,Cripto,2.49,Médio,2024-10-17,47491.51,-21.34,Resgatado,37356.82
6133,29,Feminino,Nordeste,Conservador,5690.34,169,Renda Fixa Gama,Cripto,2.35,Alto,2022-03-02,27526.9,-7.51,Resgatado,25459.63
6134,39,Feminino,Norte,Moderado,4624.02,107,Renda Fixa Gama,Cripto,1.82,Médio,2023-09-29,11071.08,-15.56,Resgatado,9348.42
6135,39,F,Centro-Oeste,Agressivo,7319.7,142,FII Alpha,FII,1.16,Baixo,2023-08-20,31767.74,11.56,Resgatado,35440.09
6136,67,F,Sudeste,moderado,3549.03,109,Renda Fixa Gama,Renda Fixa,1.54,Baixo,2023/99/99,10242.99,15.12,Resgatado,11791.73
6137,64,F,Centro-Oeste,Agressivo,8757.14,140,Cripto Delta,Ações,2.06,Alto,2024-12-02,19828.3,19.8,Ativo,23754.3
6138,34,Masculino,Centro-Oeste,Conservador,4755.84,103,Renda Fixa Gama,Renda Fixa,2.25,Médio,2024-09-13,35131.7,24.02,Ativo,43570.33
6139,46,Outro,Sul,Agressivo,896.76,177,Ação Beta,Renda Fixa,2.4,Médio,2022-10-11,19377.24,-23.59,Ativo,14806.15
6140,63,Masculino,Nordeste,moderado,6281.52,103,Cripto Delta,Renda Fixa,1.85,Alto,2024-02-02,24476.14,42.93,Resgatado,34983.75
6141,31,Outro,Sudeste,moderado,3056.48,123,FII Alpha,Renda Fixa,1.4,Médio,2025-04-05,27490.02,50.71,Resgatado,41430.21
6142,67,Masculino,Centro-Oeste,moderado,3004.5,120,Ação Beta,Renda Fixa,2.42,Baixo,2025-11-24,17301.42,-14.9,Ativo,14723.51
6143,37,M,Centro-Oeste,Moderado,7709.49,109,FII Alpha,Renda Fixa,2.4,Médio,2023-08-02,4277.89,-5.03,Resgatado,4062.71
6144,67,Outro,Nordeste,Agressivo,8336.75,145,FII Alpha,FII,1.25,Baixo,2023-12-20,25789.43,0.86,Resgatado,26011.22
6145,65,Feminino,Centro-Oeste,Moderado,5727.45,188,Ação Beta,Renda Fixa,1.66,Alto,2024-04-15,24646.74,15.78,Ativo,28536.0
6146,50,Outro,Centro-Oeste,moderado,967.96,169,Cripto Delta,Ações,2.04,Médio,2023-07-02,21611.37,14.17,Resgatado,24673.7
6147,72,Outro,Centro-Oeste,moderado,7328.55,179,FII Alpha,Ações,1.14,Alto,2023-01-18,9632.0,-7.38,Resgatado,8921.16
6148,60,Outro,Centro-Oeste,Conservador,5201.13,143,Ação Beta,Cripto,2.09,Alto,2024-03-08,3088.75,-21.92,Resgatado,2411.7
6149,32,M,Sul,Conservador,9445.66,191,Ação Beta,Cripto,0.37,Médio,2022-12-15,41418.61,1.95,Ativo,42226.27
6150,29,Masculino,Sul,moderado,10917.83,199,FII Alpha,Renda Fixa,1.25,Médio,2024-03-01,26849.67,55.71,Ativo,41807.62
6151,57,Feminino,Norte,Moderado,2239.32,132,FII Alpha,Cripto,1.26,Médio,2023-03-23,49024.42,-23.58,Resgatado,37464.46
6152,71,Masculino,Sudeste,Moderado,12181.46,193,Cripto Delta,Cripto,1.74,Baixo,2024-06-06,48902.28,10.28,Ativo,53929.43
6153,37,Masculino,Nordeste,moderado,2104.36,135,Ação Beta,Renda Fixa,0.38,Alto,2025-04-28,29213.68,-8.79,Ativo,26645.8
6154,47,F,Norte,Agressivo,4654.09,124,Renda Fixa Gama,Cripto,0.35,Baixo,2022-03-13,24761.07,48.38,Resgatado,36740.48
6155,55,M,Sul,Moderado,8565.73,112,Renda Fixa Gama,Ações,2.26,Alto,2022-10-26,9729.29,6.46,Ativo,10357.8
6156,20,F,Sul,moderado,4195.87,138,FII Alpha,Renda Fixa,0.83,Alto,2025-01-03,19277.12,13.7,Ativo,21918.09
6157,45,M,Sul,Conservador,3966.67,178,FII Alpha,Ações,0.88,Baixo,2023-10-11,39378.83,70.88,Resgatado,67290.54
6158,73,Masculino,Norte,moderado,1733.88,137,Cripto Delta,Ações,1.96,Alto,2024-01-20,48179.59,37.23,Ativo,66116.85
6159,43,Masculino,Sul,Moderado,2660.87,129,Renda Fixa Gama,FII,1.1,Baixo,2022-10-08,30191.48,60.62,Ativo,48493.56
6160,47,M,Norte,moderado,3964.15,113,FII Alpha,FII,2.1,Médio,2024-09-11,31035.9,45.34,Resgatado,45107.58
6161,30,Masculino,Sul,Agressivo,7936.0,149,FII Alpha,Cripto,1.06,Alto,2023-04-07,47151.63,75.6,Resgatado,82798.26
6162,30,Masculino,Centro-Oeste,Agressivo,10196.29,167,Renda Fixa Gama,Ações,1.93,Baixo,2022-10-14,6783.62,32.87,Resgatado,9013.4
6163,19,Feminino,Centro-Oeste,Moderado,4103.54,100,FII Alpha,Cripto,1.36,Médio,2023-10-15,30786.11,-2.51,Ativo,30013.38
6164,54,F,Sudeste,moderado,4998.07,160,Renda Fixa Gama,Renda Fixa,2.35,Alto,2024-04-12,29478.67,46.38,Resgatado,43150.88
6165,66,F,Sul,Agressivo,3515.32,102,Renda Fixa Gama,Ações,0.89,Alto,2023-11-01,10652.24,60.23,Resgatado,17068.08
6166,55,F,Sudeste,Agressivo,2179.44,149,Cripto Delta,Cripto,0.97,Alto,2022-07-20,38803.9,76.43,Resgatado,68461.72
6167,19,Outro,Norte,Conservador,2186.18,160,Renda Fixa Gama,Ações,2.43,Alto,2023-06-25,6400.49,37.95,Ativo,8829.48
6168,53,Feminino,Sudeste,Moderado,2811.23,135,FII Alpha,Cripto,1.87,Médio,2022-04-05,3630.48,60.42,Ativo,5824.02
6169,71,F,Sul,Conservador,5874.78,103,Ação Beta,Renda Fixa,1.95,Alto,2025-07-21,24563.7,48.17,Resgatado,36396.03
6170,43,F,Norte,Conservador,4428.91,142,Ação Beta,FII,0.81,Alto,2022-05-11,15336.2,55.25,Ativo,23809.45
6171,28,Feminino,Norte,Agressivo,5056.88,113,Ação Beta,Ações,1.38,Médio,2024-08-19,22088.76,35.75,Ativo,29985.49
6172,25,Masculino,Centro-Oeste,moderado,6992.02,188,Cripto Delta,Cripto,0.85,Médio,2025-03-01,6073.21,2.02,Resgatado,6195.89
6173,61,F,Norte,Conservador,5768.72,166,FII Alpha,FII,0.72,Alto,2025-08-13,22893.92,-20.36,Resgatado,18232.72
6174,57,Masculino,Norte,Moderado,3088.56,106,Cripto Delta,Renda Fixa,1.38,Médio,2025-09-20,22260.37,49.19,Resgatado,33210.25
6175,60,F,Sudeste,Moderado,8393.19,107,Cripto Delta,FII,2.47,Médio,2022-04-24,48344.15,,Resgatado,77954.94
6176,39,M,Norte,moderado,946.66,143,Cripto Delta,Renda Fixa,0.62,Baixo,2023-04-10,36267.17,54.83,Ativo,56152.46
6177,37,Outro,Nordeste,Moderado,4065.16,163,FII Alpha,Cripto,0.68,Médio,2025-01-18,46063.41,-25.64,Resgatado,34252.75
6178,25,F,Centro-Oeste,Conservador,10305.43,106,FII Alpha,Renda Fixa,0.68,Baixo,2025-05-31,39171.1,-23.95,Ativo,29789.62
6179,46,M,Centro-Oeste,moderado,6851.25,147,FII Alpha,FII,2.0,Baixo,2024-03-08,39498.18,-18.66,Ativo,32127.82
6180,57,Feminino,Norte,Moderado,1504.42,161,Ação Beta,Cripto,1.33,Baixo,2023-08-22,43353.57,60.69,Ativo,69664.85
6181,43,M,Sudeste,Moderado,2041.71,124,Renda Fixa Gama,Cripto,1.02,Baixo,2025-05-30,13166.64,37.17,Ativo,18060.68
6182,47,Feminino,Centro-Oeste,Conservador,5150.18,180,FII Alpha,Ações,2.13,Baixo,2025-07-14,21622.34,34.87,Ativo,29162.05
6183,34,F,Centro-Oeste,Conservador,4783.46,189,FII Alpha,Cripto,0.81,Médio,2025-08-10,43822.86,-6.53,Resgatado,40961.23
6184,37,Feminino,Nordeste,Conservador,7772.68,167,Cripto Delta,Cripto,1.04,Médio,2025-06-15,3812.55,-21.58,Ativo,2989.8
6185,69,M,Norte,Conservador,8826.87,163,FII Alpha,Cripto,0.28,Médio,2023-11-30,3228.72,57.57,Resgatado,5087.49
6186,72,Outro,Centro-Oeste,moderado,4710.96,117,Renda Fixa Gama,Ações,0.39,Alto,2022-09-05,32573.51,61.12,Ativo,52482.44
6187,33,Masculino,Centro-Oeste,moderado,5736.64,103,Ação Beta,Renda Fixa,0.43,Médio,2023-09-03,45523.17,-2.35,Resgatado,44453.38
6188,63,Masculino,Centro-Oeste,moderado,3418.58,116,FII Alpha,FII,0.93,Baixo,2023-07-17,39813.01,60.86,Resgatado,64043.21
6189,60,Outro,Centro-Oeste,Agressivo,5605.42,146,Ação Beta,Cripto,1.36,Alto,2025-05-04,40051.18,4.42,Resgatado,41821.44
6190,24,Masculino,Sudeste,Conservador,3437.42,180,FII Alpha,FII,0.1,Alto,2023-07-24,18318.76,59.32,Resgatado,29185.45
6191,33,F,Sul,Conservador,6060.95,144,Ação Beta,FII,0.56,Médio,2022-06-25,29789.17,-22.45,Ativo,23101.5
6192,62,F,Nordeste,moderado,4433.8,188,FII Alpha,Cripto,0.52,Alto,2025-04-24,38688.64,7.92,Resgatado,41752.78
6193,64,M,Sudeste,Moderado,7564.09,157,Cripto Delta,FII,0.71,Médio,2023-05-01,39790.14,54.75,Resgatado,61575.24
6194,73,M,Nordeste,Moderado,8623.52,102,Ação Beta,Renda Fixa,0.5,Médio,2023-11-08,29238.88,1.77,Resgatado,29756.41
6195,65,Feminino,Centro-Oeste,Conservador,9234.85,111,Cripto Delta,FII,0.57,Baixo,2022-05-15,40118.88,-25.57,Ativo,29860.48
6196,44,M,Nordeste,Conservador,6090.22,190,Cripto Delta,FII,2.46,Alto,2024-10-19,1833.56,-13.46,Ativo,1586.76
6197,70,F,Norte,moderado,7517.83,116,FII Alpha,Ações,1.53,Alto,2023-07-26,47158.31,75.79,Resgatado,82899.59
6198,40,M,Norte,Conservador,4750.98,121,Cripto Delta,Renda Fixa,1.93,Alto,2025-08-31,43593.57,36.03,Ativo,59300.33
6199,41,Masculino,Sul,Moderado,3897.9,138,Cripto Delta,FII,2.07,Médio,2025-11-18,3071.39,-10.53,Resgatado,2747.97
6200,26,Feminino,Sul,Moderado,2581.38,138,FII Alpha,Cripto,1.7,Alto,2024-03-11,21256.64,41.25,Ativo,30025.0
6201,52,Feminino,Nordeste,Conservador,6896.45,199,Cripto Delta,FII,1.79,Baixo,2023-11-22,46014.09,38.56,Resgatado,63757.12
6202,68,F,Sudeste,moderado,873.64,115,Ação Beta,Cripto,1.62,Alto,2022-05-03,25883.32,14.86,Ativo,29729.58
6203,37,M,Sudeste,moderado,8182.38,150,Ação Beta,Renda Fixa,1.66,Alto,2024-07-20,5026.82,43.35,Ativo,7205.95
6204,54,Masculino,Centro-Oeste,Moderado,5102.99,128,Renda Fixa Gama,Renda Fixa,2.33,Baixo,2025-10-22,48342.77,-17.7,Resgatado,39786.1
6205,59,M,Sudeste,moderado,5268.3,177,Renda Fixa Gama,Ações,0.55,Médio,2024-03-16,18245.39,5.36,Resgatado,19223.34
6206,34,Outro,Sul,Moderado,7684.98,170,Renda Fixa Gama,Cripto,0.76,Médio,2025-06-21,26054.25,,Ativo,19314.02
6207,64,M,Sudeste,Conservador,1415.52,140,Renda Fixa Gama,Cripto,0.32,Alto,2025-12-08,31781.77,70.59,Resgatado,54216.52
6208,48,F,Centro-Oeste,Moderado,5444.99,156,Cripto Delta,Renda Fixa,2.11,Baixo,2022-12-17,41705.61,68.23,Ativo,70161.35
6209,72,M,Norte,Conservador,9946.08,127,Ação Beta,Cripto,1.18,Baixo,2023-03-07,43719.51,-7.57,Ativo,40409.94
6210,74,Feminino,Sudeste,moderado,5290.3,176,Renda Fixa Gama,Cripto,2.28,Baixo,2023-08-12,32827.98,47.84,Ativo,48532.89
6211,25,Masculino,Sudeste,Agressivo,2692.18,179,Cripto Delta,FII,1.09,Médio,2025-01-15,47446.69,59.44,Resgatado,75649.0
6212,32,F,Sul,Agressivo,5133.62,120,FII Alpha,Ações,1.16,Médio,2024-09-05,11341.4,14.79,Resgatado,13018.79
6213,48,Outro,Nordeste,Agressivo,9272.27,103,Ação Beta,FII,1.18,Médio,2025-12-03,45289.28,59.86,Resgatado,72399.44
6214,70,Masculino,Norte,Moderado,4087.22,198,FII Alpha,Renda Fixa,1.57,Baixo,2025-11-05,9909.59,24.16,Ativo,12303.75
6215,47,Masculino,Nordeste,Agressivo,2150.22,114,Renda Fixa Gama,Cripto,1.94,Médio,2022-03-26,44774.81,57.69,Ativo,70605.4
6216,63,Feminino,Centro-Oeste,Moderado,4832.78,152,Renda Fixa Gama,Cripto,0.94,Alto,2024-02-25,11186.29,53.31,Resgatado,17149.7
6217,37,Feminino,Centro-Oeste,moderado,2488.14,189,Renda Fixa Gama,Renda Fixa,1.61,Médio,2022-12-26,36102.83,31.81,Ativo,71380.70999999999
6218,56,Feminino,Nordeste,Conservador,359.34,145,Ação Beta,Cripto,0.59,Alto,2024-10-20,40939.42,25.81,Resgatado,51505.88
6219,70,F,Sul,Agressivo,7884.18,106,FII Alpha,Renda Fixa,1.43,Médio,2022-11-07,19831.15,2.21,Ativo,20269.42
6220,72,M,Sul,Moderado,8620.12,117,FII Alpha,Ações,1.41,Alto,2022-11-06,6118.17,15.26,Ativo,7051.8
6221,29,Masculino,Sul,moderado,7047.52,188,Ação Beta,Cripto,2.23,Baixo,2025-02-02,18444.31,13.09,Ativo,20858.67
6222,66,M,Norte,moderado,8233.71,120,Renda Fixa Gama,FII,2.25,Médio,2024-10-19,3550.35,-18.64,Ativo,2888.56
6223,34,M,Centro-Oeste,Agressivo,4984.09,107,Renda Fixa Gama,FII,1.27,Alto,2025-12-18,33135.74,27.65,Ativo,42297.77
6224,59,Feminino,Centro-Oeste,moderado,9379.39,158,Cripto Delta,Ações,0.16,Baixo,2024-02-16,35009.96,33.83,Ativo,46853.83
6225,47,M,Centro-Oeste,moderado,4429.11,119,Ação Beta,Renda Fixa,2.13,Alto,2023-11-07,13782.16,76.59,Ativo,24337.92
6226,46,Masculino,Norte,moderado,6001.29,181,FII Alpha,Cripto,0.1,Médio,2023-10-10,32753.9,1.12,Ativo,33120.74
6227,36,Masculino,Centro-Oeste,Moderado,3890.83,182,Cripto Delta,Cripto,1.25,Médio,2025-04-28,3396.29,13.94,Resgatado,3869.73
6228,63,Outro,Nordeste,moderado,2494.71,166,FII Alpha,FII,0.15,Médio,2022-09-09,2060.92,30.71,Ativo,2693.83
